Gene,Name,Cluster,AP1_S4,AP1_S6,AP3_S4,AP3_S6,AG_S4,AG_S6
AT1G61430,AT1G61430,Unknown,0.905,1.72,6.185,5.985,5.615,4.58
AT1G61440,AT1G61440,Unknown,0.08,0.05,2.045,1.045,1.32,0.685
AT1G61470,AT1G61470,Unknown,0.925,2.93,5.54,6.12,3.045,1.81
AT1G61480,AT1G61480,Unknown,0,0,0.09,0.12,0.1,0.03
AT1G61490,AT1G61490,Unknown,0.19,0.385,2.415,2.72,2.005,1.825
AT1G61500,AT1G61500,Unknown,0.57,0.595,2.3,1.75,1.95,1.58
AT1G61550,AT1G61550,Unknown,0.025,0,0.495,0.325,0.285,0.235
AT1G61590,AT1G61590,Unknown,0,0,0.38,0,0,0
AT1G61600,AT1G61600,Unknown,2.58,0.885,2.27,3.605,5.755,4.06
AT1G61610,AT1G61610,Unknown,0,0.045,0.675,0.175,1.605,0.855
AT1G61640,AT1G61640,Unknown,2.35,2.805,2.76,2.245,5,4.585
AT1G61667,AT1G61667,Unknown,2.03,2.645,0.095,0.235,0.325,0.315
AT1G61780,AT1G61780,Unknown,117.525,82.47,27.08,72.71,21.62,31.625
AT1G61795,AT1G61795,AP1,6.89,5.37,2.505,3.115,2.215,2.195
AT1G61820,BGLU46,Unknown,4.945,3.66,2.595,5.085,1.475,2.825
AT1G61850,AT1G61850,Unknown,2.49,3.555,5.155,4.325,7.145,7.035
AT1G61860,AT1G61860,Unknown,0.415,0.435,0.195,0.79,2.085,1.32
AT1G61900,AT1G61900,Unknown,30.45,33.59,28.57,40.7,17.035,19.505
AT1G61920,AT1G61920,Unknown,0,0,0,0.59,1.795,0.285
AT1G61960,AT1G61960,Unknown,2.965,2.435,1.455,2.265,1.34,1.22
AT1G62010,AT1G62010,Unknown,2.875,3.865,4.64,7.18,2.74,3.155
AT1G62040,ATG8C,Unknown,66.455,43.545,21.335,54.86,9.035,13.56
AT1G62045,AT1G62045,Unknown,11.75,8.28,4.99,7.895,3.755,5.32
AT1G62130,AT1G62130,Unknown,0.39,1.795,2.305,1.585,2.385,1.765
AT1G62180,PRH43,Unknown,27.225,36.16,30.52,34.195,64.285,67.565
AT1G62260,MEF9,Unknown,0.81,1.115,1.115,1.14,3.04,2.31
AT1G62305,AT1G62305,AG,1.25,1.315,1.085,0.985,2.455,2.005
AT1G62370,AT1G62370,Unknown,3.185,3.13,2.89,2.675,4.52,9.775
AT1G62380,ATACO2,Unknown,101.92,85.085,49.825,61.36,42.22,64.655
AT1G62400,HT1,Unknown,0.11,0,0.315,0.275,0.805,1.165
AT1G62422,AT1G62422,Unknown,9.615,6.82,4.595,5.715,3.43,3.46
AT1G62480,AT1G62480,AP1,882.325,655.555,156.7,316.125,295.935,259.965
AT1G62520,AT1G62520,Unknown,5.425,3.41,5.285,6.79,10.38,10.33
AT1G62560,FMO-GS-OX3,Unknown,4.34,5.555,4.065,2.6,7.17,8.14
AT1G62620,AT1G62620,Unknown,1.075,0.335,1.38,1.72,0.56,0.705
AT1G62630,AT1G62630,Unknown,0.41,0.545,0.265,0.175,1.39,1
AT1G62700,VND5,Unknown,0.73,0.345,1.82,0.69,1.9,1.155
AT1G62750,SCO1,Unknown,19.45,25.565,31.345,25.6,78.565,81.275
AT1G62770,AT1G62770,Unknown,1.76,2.62,0.2,0,0.415,0.365
AT1G62780,AT1G62780,Unknown,23.8,21,9.515,13.815,15.305,13.12
AT1G62790,AT1G62790,Unknown,69.375,65.31,32.785,27.45,63.205,78.12
AT1G62820,AT1G62820,Unknown,65.89,39.165,41,48.59,21.8,28.07
AT1G62840,AT1G62840,Unknown,0.07,0.11,0.105,0.245,0.13,0.69
AT1G62870,AT1G62870,AG,2.725,3.985,2.255,3.12,6.065,7.58
AT1G62880,AT1G62880,Unknown,11.695,7.97,5.505,7.825,4.25,4.83
AT1G62970,AT1G62970,Unknown,15.61,19.255,43.86,22.96,23.89,23.73
AT1G62981,AT1G62981,Unknown,0.29,0.17,0.26,0.31,0.52,0.72
AT1G62990,KNAT7,AG,0.34,0.625,0.225,0.335,0.745,1.21
AT1G63090,PP2-A11,Unknown,16.05,13.905,12.04,18.55,6.75,6.09
AT1G63100,AT1G63100,Unknown,17.435,18.22,21.76,27.01,37.74,40.73
AT1G63180,UGE3,Unknown,8.59,7.585,2.605,6.225,2.27,1.865
AT1G63190,AT1G63190,Unknown,7.075,4.525,3.78,6.475,2.99,2.88
AT1G63220,AT1G63220,Unknown,33.29,21.815,6.67,14.04,6.28,8.65
AT1G63250,AT1G63250,Unknown,2.08,2.46,3.165,3.06,4.58,5.445
AT1G63310,AT1G63310,Unknown,5.265,4.37,5.305,3.225,9.065,10.755
AT1G63440,HMA5,Unknown,0.715,0.715,1.13,0.525,1.73,1.885
AT1G63460,GPX8,Unknown,25.64,28.565,11.655,16.415,11.55,14.725
AT1G63470,AHL5,Unknown,42.35,41.51,103.505,65.825,65.505,65.525
AT1G63480,AHL12,Unknown,28.8,32.145,76.86,55.395,49,54.945
AT1G63490,AT1G63490,Unknown,2.675,4.695,5.395,6.45,5.88,5.73
AT1G63540,AT1G63540,Unknown,2.38,1.81,11.215,3.41,61.765,42.985
AT1G63660,AT1G63660,Unknown,18.81,15.46,27.78,26.465,38.92,30.42
AT1G63680,PDE316,Unknown,6.745,11.695,10.475,11.705,15.21,18.92
AT1G63810,AT1G63810,Unknown,3.695,5.105,6.11,5.315,10.12,9.395
AT1G63820,AT1G63820,Unknown,0.055,0.4,0.815,0.34,0.05,0.125
AT1G63840,AT1G63840,AP1,15.47,14.28,6.565,3.585,5.15,5.535
AT1G63910,MYB103,Unknown,0,0,0,0.05,0,0
AT1G64110,DAA1,Unknown,4.555,12.62,7.765,12.88,0.56,1.56
AT1G64150,AT1G64150,Unknown,7.94,6.8,17.415,11.79,15.985,14.925
AT1G64200,VHA-E3,Unknown,9.325,14.82,2.53,6.975,15.515,10.78
AT1G64230,UBC28,Unknown,107.36,76.985,65.645,112.77,40.12,44.015
AT1G64255,AT1G64255,Unknown,0.135,0.145,0.605,0.365,0.335,0.235
AT1G64320,AT1G64320,Unknown,0.35,0.52,0.3,0.6,1.005,0.865
AT1G64370,AT1G64370,Unknown,8.39,7.185,1.335,1.47,4.845,11.39
AT1G64380,AT1G64380,AP1_AP3,5.4,10.355,11.245,11.85,0.765,1.5
AT1G64500,AT1G64500,Unknown,17.46,23.935,12.425,12.35,26.06,29.83
AT1G64510,AT1G64510,Unknown,166.035,175.12,82.475,118.09,79.385,85.555
AT1G64550,SCORD5,Unknown,24.9,29.965,54.425,36.085,42.12,41.785
AT1G64570,DUO3,Unknown,3.395,6.19,9.03,8.925,9.055,9.61
AT1G64590,AT1G64590,Unknown,0.09,0.22,0,0,0.025,0.03
AT1G64600,AT1G64600,Unknown,6.35,6.13,10.08,10.035,13.245,12.125
AT1G64670,CED1,AG,17.04,17.29,32.1,22.98,42.075,40.42
AT1G64680,AT1G64680,AG,10.1,20.385,18.905,12.925,54.34,46.805
AT1G64690,BLT,Unknown,1.275,1.365,0.47,0.475,1.825,1.93
AT1G64720,CP5,Unknown,73.93,114.55,154.74,114.365,292.565,281.88
AT1G64770,PnsB2,Unknown,33.025,54.815,33.645,21.41,110.04,110.165
AT1G64780,ATAMT1;2,Unknown,48.425,51.54,13.41,11.81,32.505,40.055
AT1G64790,ILA,Unknown,2.7,4.105,7.98,6.555,13.215,13.6
AT1G64850,AT1G64850,Unknown,80.035,51.325,31.75,54.67,28.3,38.275
AT1G64880,AT1G64880,Unknown,118.065,129.96,290.805,220.095,1393.74,641.5
AT1G64900,CYP89A2,Unknown,13.745,10.265,8.585,6.405,21.085,23.92
AT1G64930,CYP89A7,Unknown,0.555,0.53,0.58,0.465,1.685,2.08
AT1G64940,CYP89A6,Unknown,2.175,1.48,2.05,1.625,6.51,6.11
AT1G64950,CYP89A5,Unknown,5.05,4.085,7.145,4.005,14.305,12.1
AT1G64960,HEB1,Unknown,2.765,3.235,4.685,5.14,5.645,5.6
AT1G65000,AT1G65000,Unknown,12.925,9.125,5.06,7.605,3.89,4.9
AT1G65200,AT1G65200,Unknown,0.83,1.745,2.775,2.84,4.45,3.48
AT1G65350,UBQ13,Unknown,1.75,1.335,0.155,0.31,0.15,0.375
AT1G65370,AT1G65370,Unknown,12.01,6.04,17.455,15.17,8.66,9.465
AT1G65420,NPQ7,Unknown,13.79,6.91,4.685,7.65,3.705,4.51
AT1G65440,GTB1,Unknown,22.685,38.82,52.685,48.55,74.57,71.845
AT1G65445,NA,Unknown,0.375,0.96,0.83,0.7,2.42,1.84
AT1G65450,GLC,Unknown,1.115,3.605,1.42,1.025,4.435,5.24
AT1G65540,LETM2,Unknown,3.87,5.115,5.95,5.845,8.885,8.725
AT1G65541,AT1G65541,Unknown,0,1.985,2.395,2.125,4.76,5.175
AT1G65580,FRA3,Unknown,8,15.215,18.725,14.865,22.61,21.87
AT1G65610,KOR2,Unknown,0.06,0,0,0.05,0.28,0.275
AT1G65700,LSM8,Unknown,42.17,37.35,27.29,35.675,20.2,20.35
AT1G65720,AT1G65720,Unknown,250.235,226.68,202.08,204.645,117.74,148.535
AT1G65790,RK1,Unknown,1.23,0.92,0.625,0.445,1.49,2.77
AT1G65800,RK2,Unknown,0.56,0.62,0.615,0.375,2.325,2.445
AT1G65820,AT1G65820,AP1,117.865,125.57,63.37,79.33,44.575,57.295
AT1G65860,FMO-GS-OX1,Unknown,0.36,0.635,0.315,0.235,0.845,1.25
AT1G65870,AT1G65870,Unknown,0.24,0.715,0.19,0.065,0.345,0.995
AT1G65880,BZO1,Unknown,0.04,0,0,0,0.13,0.755
AT1G65890,AAE12,Unknown,0.35,0.645,0.07,0.3,1.32,1.42
AT1G65970,TPX2,Unknown,0.785,1.565,0.425,0.185,0.27,0.255
AT1G66050,VIM2,Unknown,1.125,1.255,2.41,1.62,2.5,2.94
AT1G66060,AT1G66060,Unknown,0,0,0,0,0.12,0
AT1G66200,GSR2,Unknown,89.615,102.65,37.22,32.235,108.965,107.91
AT1G66230,MYB20,Unknown,0.215,0.25,0.09,0,0.14,0.13
AT1G66460,AT1G66460,Unknown,0.045,0,0.1,0.115,0.75,0.185
AT1G66530,AT1G66530,Unknown,13.38,9.555,15.115,16.675,18.58,19.955
AT1G66550,WRKY67,Unknown,0.305,0,0.065,0,0,0
AT1G66600,WRKY63,AP1,0.535,0.495,0,0.12,0,0.085
AT1G66670,NCLPP3,Unknown,67.73,58.69,31.91,44.23,39.93,41.13
AT1G66730,LIG6,Unknown,1.775,4.065,5.3,5.26,5.235,5.415
AT1G66760,AT1G66760,Unknown,14.92,19.16,24.95,28.945,10.23,9.115
AT1G66890,AT1G66890,Unknown,36.12,22.895,11.68,20.48,8.98,11.84
AT1G66900,AT1G66900,Unknown,11.2,9.15,6.885,10.355,4.77,5.895
AT1G66910,AT1G66910,Unknown,0.94,1.475,0.71,0.92,2.035,2.63
AT1G66930,AT1G66930,Unknown,0.135,0.315,0.225,0.27,1.29,1.275
AT1G66940,AT1G66940,Unknown,2.59,6.63,1.735,3.26,10.265,8.06
AT1G66950,PDR11,AG,0.015,0.05,0.025,0.09,0.105,0.59
AT1G66960,LUP5,Unknown,0.055,0.28,0.295,0.16,0.62,0.845
AT1G66970,SVL2,Unknown,36.625,48.885,14.99,14.955,28.375,33.735
AT1G67050,AT1G67050,Unknown,5.065,4.17,1.685,2.265,1.235,1.08
AT1G67080,ABA4,Unknown,55.54,36.07,15.52,34.905,10.075,13.495
AT1G67120,MDN1,Unknown,0.88,1.12,2.395,2.095,4.38,4.755
AT1G67140,SWEETIE,Unknown,2.76,3.2,5.87,5.78,6.23,5.98
AT1G67250,AT1G67250,Unknown,215.565,107.535,87.97,145.095,62.725,56.985
AT1G67430,AT1G67430,Unknown,833.56,393.485,489.115,835.62,522.97,468.29
AT1G67490,KNF,Unknown,2.985,4.37,6.605,4.275,6.4,5.87
AT1G67500,REV3,Unknown,1.65,3.48,4.58,3.875,4.07,4.175
AT1G67550,URE,Unknown,2.595,3.535,5.785,4.595,7.85,8.405
AT1G67600,AT1G67600,Unknown,14.905,8.265,2.26,5.91,1.305,0.98
AT1G67630,POLA2,Unknown,12.6,13.08,32.88,19.605,23.84,21.795
AT1G67750,AT1G67750,AP1,49.735,47.205,15.045,20.035,28,37.23
AT1G67770,TEL2,AG,4.385,2.62,8.22,3.95,15.925,7.165
AT1G67785,AT1G67785,Unknown,445.345,310.63,191.76,242.76,153.445,156.915
AT1G67820,AT1G67820,Unknown,5.24,3.005,3.48,5.03,2.555,2.885
AT1G67830,FXG1,Unknown,50.79,30.785,30.475,50.78,24.79,36.375
AT1G67860,AT1G67860,Unknown,178.465,166.93,57.93,25.96,72.55,80.975
AT1G67865,AT1G67865,Unknown,88.85,104.64,53.32,19.19,124.095,153.64
AT1G67870,AT1G67870,Unknown,36.775,52.205,33.625,11.295,92.555,100.94
AT1G67900,AT1G67900,Unknown,16.435,13.21,16.625,26.22,8.215,9.375
AT1G67910,AT1G67910,Unknown,6.775,3.815,3.41,3.255,1.705,1.345
AT1G67940,NAP3,Unknown,16.92,13.85,9.245,14.57,7.315,9.28
AT1G68000,PIS1,Unknown,34.75,22.15,19.51,23.605,9.85,12.685
AT1G68020,TPS6,AP3,15.805,29.57,25.715,31.985,10.72,14.96
AT1G68040,AT1G68040,Unknown,0.19,0.275,0,0,0,0
AT1G68080,AT1G68080,Unknown,4.005,5.215,6.55,6.045,8.04,7.095
AT1G68110,AT1G68110,Unknown,0.17,0.08,0.095,0.31,0.435,0.715
AT1G68140,AT1G68140,Unknown,32.16,45.37,54.415,47.18,74.795,67.845
AT1G68220,AT1G68220,Unknown,114.085,96.72,73.745,89.84,50.54,60.235
AT1G68280,ALT4,Unknown,0,0,0,0,0,0.62
AT1G68290,ENDO2,Unknown,1.18,1.525,3.38,2.255,5.95,4.16
AT1G68320,MYB62,AP1,3.325,2.63,0.815,1.135,1.25,0.85
AT1G68350,AT1G68350,Unknown,0.575,0.775,0.21,0.135,0.215,0.29
AT1G68360,AT1G68360,Unknown,47.17,34.26,12.495,24.425,15.295,24.755
AT1G68390,AT1G68390,Unknown,0,0.08,0,0,0.18,0.13
AT1G68400,AT1G68400,Unknown,18.795,22.43,46.065,28.54,43.84,44.585
AT1G68450,PDE337,Unknown,0,0,0,0.095,0.13,0
AT1G68470,AT1G68470,Unknown,3.23,5.25,2.28,1.825,3.525,3.685
AT1G68510,LBD42,AG,0.85,0.445,0.925,0.245,5.09,1.37
AT1G68520,BBX14,Unknown,13.13,28.355,17.13,9.535,57.405,57.575
AT1G68568,NA,Unknown,9.665,14.885,10.185,8.955,30.095,37.21
AT1G68570,NPF3.1,Unknown,38.535,40.71,17.525,25.375,35.35,41.025
AT1G68590,PSRP3/1,Unknown,171.36,133.595,70.185,72.765,94.715,109.19
AT1G68600,AT1G68600,Unknown,2.41,1.21,1.115,0.945,1.9,2.725
AT1G68640,TGA8,Unknown,44.585,20.47,80.205,49.27,76.715,41.915
AT1G68670,AT1G68670,Unknown,38.41,38.025,57.575,54.065,30.915,25.54
AT1G68680,AT1G68680,Unknown,64.86,32.88,15.965,36.435,9.59,8.285
AT1G68725,ATAGP19,Unknown,4.57,4.32,6.42,6.12,15.44,7.28
AT1G68760,NUDX1,Unknown,56.555,43.31,25.465,51.82,21.07,24.315
AT1G68800,TCP12,Unknown,1.675,0.89,0.05,0.2,0.335,0.465
AT1G68840,TEM2,AP1_AP3,5.12,3.26,5.335,5.315,0.9,0.675
AT1G68890,PHYLLO,Unknown,2.415,4.885,7.85,5.99,12.645,12.325
AT1G68940,AT1G68940,Unknown,0.175,0.33,0.7,0.7,1.47,0.895
AT1G68990,MGP3,Unknown,3.345,4.735,6.475,6.095,8.095,7.815
AT1G69010,BIM2,Unknown,43.37,30.165,23.66,43.135,15.14,18.265
AT1G69020,AT1G69020,Unknown,2.02,3.205,3.515,3.125,4.695,4.395
AT1G69080,AT1G69080,Unknown,1.055,1.615,3.315,2.205,4.325,3.295
AT1G69120,AP1,AP1_AP3,466.1,657.675,637.05,483.77,212.575,184.52
AT1G69180,CRC,Unknown,30.14,46.085,34.94,119.15,41.05,241.605
AT1G69252,NA,Unknown,94.15,75.72,48.24,93.62,23.56,34.37
AT1G69260,AFP1,AP1,18.725,20.565,10.77,13.915,6.805,9.22
AT1G69270,RPK1,Unknown,14.32,14.265,13.615,20.89,6.48,9.365
AT1G69320,CLE10,AP3_AG,0.105,0.17,1.15,2.505,0.4,1.52
AT1G69350,AT1G69350,Unknown,0.61,0.555,0.665,0.65,1.84,1.33
AT1G69390,MINE1,Unknown,62.335,41.92,35.765,46.88,19.48,23.805
AT1G69410,ELF5A-3,Unknown,105.04,72.17,33.9,79.865,32.465,38.765
AT1G69460,AT1G69460,Unknown,114.375,105.675,57.31,100.73,38.17,45.33
AT1G69490,NAP,Unknown,46.045,62.655,9.285,24.83,5.585,11.125
AT1G69523,AT1G69523,AG,0.745,0.665,0.66,0.525,2.29,1.595
AT1G69526,AT1G69526,Unknown,0.05,0,0.05,0.305,1.58,1.745
AT1G69530,EXPA1,AG,12.06,19.835,7.96,10.045,24.435,30.2
AT1G69570,AT1G69570,Unknown,1.12,2.115,0.785,1.315,0.65,0.97
AT1G69600,ZHD11,Unknown,131.75,84.345,397.67,159.54,78.82,102.525
AT1G69610,AT1G69610,Unknown,0.895,0.96,0.32,0.92,0.97,1.585
AT1G69640,SBH1,AP1,31.675,28.05,18.24,22.305,12.86,13.315
AT1G69680,AT1G69680,Unknown,12.755,7.57,10.475,10.89,5.415,4.1
AT1G69690,TCP15,Unknown,90.455,93.06,31.98,23.95,58.485,54.91
AT1G69710,AT1G69710,Unknown,0.535,0.54,0.96,1.29,1.845,1.1
AT1G69720,HO3,Unknown,17.965,13.44,3.09,4.84,7.66,8.05
AT1G69730,AT1G69730,Unknown,3.42,4.045,0.34,1.075,2.11,2.98
AT1G69770,CMT3,Unknown,10.5,10.45,21.49,16.76,21.075,21.205
AT1G69790,AT1G69790,Unknown,3.105,5.16,1.005,1.615,1.05,0.815
AT1G69870,NRT1.7,AP1,51.685,55.215,18.4,17.61,18.565,22.575
AT1G69900,AT1G69900,Unknown,1.65,2.625,6.08,2.595,8.19,5.035
AT1G69930,GSTU11,Unknown,0.605,0.315,0.385,0.495,1.5,1.225
AT1G69960,PP2A,Unknown,34.385,24.185,20.855,23.87,17.05,15.85
AT1G70020,AT1G70020,Unknown,0,0,0,0.04,0.365,0.36
AT1G70070,PDE317,Unknown,3.315,5.43,5.465,5.52,8.3,8.795
AT1G70100,AT1G70100,Unknown,23.82,30.765,19.44,31.275,11.35,15.605
AT1G70140,FH8,AP3_AG,0.55,0.525,1.44,1.29,1.565,2.195
AT1G70230,TBL27,Unknown,1.05,2.135,1.035,0.95,3.295,4.685
AT1G70250,AT1G70250,Unknown,1.745,1.81,2.505,1.275,4.775,5.145
AT1G70290,TPS8,Unknown,29.235,48.86,56.985,61.65,22.91,24.155
AT1G70300,KUP6,Unknown,7.82,9.655,6.48,6.215,4.975,4.455
AT1G70320,UPL2,Unknown,5.21,11.305,21.175,15.675,25.355,29.9
AT1G70410,CA4,Unknown,6.52,9.43,6.495,4.605,18.22,19.345
AT1G70420,AT1G70420,AP1_AP3,11.7,8.135,4.275,12.9,1.845,2.83
AT1G70470,AT1G70470,Unknown,36.84,27.165,15.45,22.26,21.87,23.985
AT1G70490,ATARFA1D,Unknown,344.625,215.235,208.4,276.25,163.635,167.72
AT1G70510,KNAT2,Unknown,46.215,22.615,24.885,42.55,14.45,15.85
AT1G70520,CRK2,Unknown,13.34,15.075,10,13.28,6.225,7.455
AT1G70530,CRK3,Unknown,23.69,20.785,23.44,23.465,10.135,11.445
AT1G70550,AT1G70550,AG,3.685,4.56,6.095,3.725,9.09,9.89
AT1G70560,WEI8,AG,13.96,15.315,11.15,11.255,31.535,29.27
AT1G70580,GGT2,Unknown,4.16,3.9,4.11,3.3,7.75,9.795
AT1G70581,NA,Unknown,0,0,0.405,0.14,0.045,0.74
AT1G70610,TAP1,Unknown,4.325,5.04,5.42,6.945,11.89,11.205
AT1G70640,AT1G70640,Unknown,22.855,20.845,8.54,11.435,6.54,6.21
AT1G70760,NdhL,Unknown,24.16,35.485,17.505,16.375,46.235,49.255
AT1G70780,AT1G70780,AP1,70.095,84.375,27.095,55.01,31.725,27.505
AT1G70782,CPuORF28,AP1,70.095,84.375,27.095,55.01,31.725,27.505
AT1G70810,AT1G70810,AP1,19.61,12.46,5.355,6.675,2.86,4.725
AT1G70820,AT1G70820,AG,2.445,2.52,1.33,1.39,16.12,12.745
AT1G70830,MLP28,Unknown,307.07,453.765,88.925,47.08,343.51,389.375
AT1G70840,MLP31,Unknown,4.865,3.62,0.185,0.135,0.605,3.165
AT1G70890,MLP43,Unknown,1.91,2.71,0.345,0.33,2.395,4.94
AT1G70895,CLE17,Unknown,7.455,9.42,17.62,8.695,12.4,6.8
AT1G70900,AT1G70900,Unknown,26.695,18.66,12.91,18.93,12.41,14.82
AT1G70940,PIN3,Unknown,4.19,5.665,2.365,2.02,6.335,7.375
AT1G70980,SYNC3,Unknown,6.01,6.385,9.36,6.33,13.87,10.32
AT1G71010,FAB1C,Unknown,7.29,10.99,14.52,15.415,17.935,18.59
AT1G71040,LPR2,Unknown,12.46,17.98,7.225,6.505,9.09,12.525
AT1G71050,HIPP20,Unknown,3.355,1.975,1.43,1.155,6.57,8.55
AT1G71080,AT1G71080,Unknown,91.77,88.805,156.585,143.68,335.135,138.03
AT1G71110,AT1G71110,Unknown,3.89,6.785,4.465,6.355,10.435,7.74
AT1G71130,ERF070,Unknown,145.375,108.1,122.655,115.475,51.09,54.5
AT1G71140,AT1G71140,Unknown,0.3,0.725,0.765,0.13,0.555,1.345
AT1G71180,AT1G71180,Unknown,18.77,16.28,25.32,22.09,33.595,34.16
AT1G71210,AT1G71210,Unknown,2.415,3.575,2.565,3.21,6.665,5.655
AT1G71220,UGGT,Unknown,8.52,13.305,16.605,14.67,20.695,20.585
AT1G71380,CEL3,Unknown,2.075,2.61,4.31,3.68,4.725,4.84
AT1G71410,AT1G71410,Unknown,6.395,7.425,13.64,12.245,11.37,11.55
AT1G71450,AT1G71450,Unknown,0,0,0,0.035,0.225,0
AT1G71695,AT1G71695,Unknown,187.64,255.17,302.355,260.91,82.01,139.81
AT1G71697,CK1,AP1,3.58,3.215,0.875,1.89,1.57,1.595
AT1G71710,AT1G71710,Unknown,4.755,7.045,6.645,7.86,10.06,8.1
AT1G71770,PAB5,Unknown,0.055,0.135,0.225,0.22,0.42,0.82
AT1G71780,AT1G71780,Unknown,35.51,29.16,18.615,25.8,15.455,16.77
AT1G71870,AT1G71870,Unknown,2.555,2.755,5.625,5.475,8.185,10.74
AT1G71880,SUC1,Unknown,104.4,85.44,66.095,55.335,44.455,47.22
AT1G71890,SUC5,Unknown,0.73,0.725,1.465,1.37,0.2,0.54
AT1G71950,AT1G71950,Unknown,201.235,140.765,58.64,177.12,34.995,37.09
AT1G71970,AT1G71970,AP1,23.455,22.86,7.77,11.04,5.2,8.075
AT1G72020,AT1G72020,Unknown,519.315,229.62,131.4,230.885,87.6,95.845
AT1G72070,AT1G72070,Unknown,15.81,10.85,6.205,10.435,7.33,7.575
AT1G72140,AT1G72140,Unknown,0.04,0,0.04,0,0.24,0.535
AT1G72180,AT1G72180,Unknown,2.94,5.145,1.775,3.135,4.9,5.105
AT1G72200,AT1G72200,Unknown,0.535,0.59,0.56,0.74,0.085,0.22
AT1G72250,AT1G72250,Unknown,6.825,8.33,12.755,8.775,16.585,15.99
AT1G72260,THI2.1.1,Unknown,1.95,1.145,1.315,0.915,30.14,68.985
AT1G72390,PHL,Unknown,10.855,17.43,30.005,18.835,21.715,25
AT1G72410,AT1G72410,Unknown,3.71,5.595,8.03,9.215,8.315,9.28
AT1G72440,SWA2,AG,11.305,14.44,13.69,14.08,35.655,29.285
AT1G72450,TIFY11B,Unknown,44.465,46.115,21.1,26.645,44.955,62.94
AT1G72520,LOX4,Unknown,7.31,17.79,26.655,17.015,60.155,19.46
AT1G72540,AT1G72540,Unknown,0.33,0.44,1.085,1.47,1.04,0.475
AT1G72610,GLP1,Unknown,116.5,158.205,67.505,66.525,122.19,99.075
AT1G72640,AT1G72640,Unknown,12.005,17.19,17.865,17.82,33.47,33.195
AT1G72660,AT1G72660,Unknown,0.495,2.635,0.165,0.625,6.105,0.335
AT1G72670,iqd8,Unknown,15.965,16.635,21.69,18.465,32.405,36.53
AT1G72680,CAD1,Unknown,22.295,27.125,17.52,24.305,10.86,11.525
AT1G72690,AT1G72690,Unknown,33.145,31.085,6.17,19.3,4.13,5.72
AT1G72730,AT1G72730,Unknown,17.09,10.385,21.43,20.28,29.26,25.865
AT1G72800,AT1G72800,Unknown,0.585,0.815,0.415,0.37,0.735,1.34
AT1G72830,NF-YA3,Unknown,18.345,14.685,15.325,16.81,6.47,10.43
AT1G72840,AT1G72840,Unknown,0.795,1.075,2.14,2.39,1.82,1.945
AT1G72910,AT1G72910,Unknown,17.98,17.185,15.315,7.335,33.15,22.205
AT1G72940,AT1G72940,AG,7.91,6.225,4.24,4.98,13.1,10.135
AT1G72960,AT1G72960,AP3_AG,0.085,0.09,0.245,0.185,0.295,0.36
AT1G73030,VPS46.2,AP1_AP3,214.68,162.03,145.435,208.135,69.375,78.24
AT1G73040,AT1G73040,Unknown,6.585,8.4,3.115,1.56,3.56,3.355
AT1G73080,PEPR1,Unknown,11,18.36,24.715,26,22.755,20.295
AT1G73110,AT1G73110,AG,4.12,3.745,3.225,2.78,9.685,6.585
AT1G73170,AT1G73170,Unknown,9.79,13.29,12.48,16.535,22.59,26.925
AT1G73310,scpl4,Unknown,1.64,1.825,3.145,2.755,6.605,4.37
AT1G73330,DR4,Unknown,0,0,0,0,0.095,0.155
AT1G73370,SUS6,Unknown,0.39,0.81,0.16,0.64,1.46,1.71
AT1G73550,AT1G73550,Unknown,2.41,1.265,0.26,0.45,0.55,0.2
AT1G73570,AT1G73570,Unknown,3,5.895,8,5.405,10.085,8.915
AT1G73590,PIN1,Unknown,41.16,36.69,106.96,38.74,160.74,122.63
AT1G73600,AT1G73600,AG,4.225,4.09,2.85,2.045,8.49,11.77
AT1G73602,CPuORF32,Unknown,8.565,9.24,6.775,4.885,20.48,28.355
AT1G73620,AT1G73620,Unknown,3.755,3.27,6.495,4.38,5.65,9.415
AT1G73630,AT1G73630,AP1,5.075,3.14,0.99,0.805,0.775,0.64
AT1G73640,RABA6a,Unknown,9.75,5.59,2.775,5.625,2.435,3.555
AT1G73650,AT1G73650,Unknown,26.86,20.295,11.385,14.705,12.7,11.14
AT1G73710,AT1G73710,Unknown,2.64,3.07,4.08,4.85,5.09,6.48
AT1G73750,AT1G73750,Unknown,1.495,1.89,4.32,2.53,3.6,3.41
AT1G73790,GIP2,Unknown,41.605,20.225,13.575,30.26,7.8,5.635
AT1G73850,AT1G73850,Unknown,0.865,1.25,1.235,1.08,3.01,2.44
AT1G73870,COL7,Unknown,0.42,2.15,1.505,0.615,7.03,9.96
AT1G73880,UGT89B1,Unknown,5.835,5.105,12.395,8.645,10.77,14.605
AT1G73890,AT1G73890,Unknown,5.18,5.32,8.505,8.82,15.62,9.785
AT1G73960,TAF2,Unknown,8.675,12.945,17.025,15.11,17.405,17.69
AT1G73990,SPPA1,Unknown,8.49,17.62,19.26,15.05,29.51,27.89
AT1G74010,AT1G74010,Unknown,0.235,0.085,0,0.08,1.285,0.835
AT1G74070,AT1G74070,Unknown,13.895,17.445,16.845,14.98,31.52,26.325
AT1G74090,SOT18,Unknown,10.07,9.945,4.4,6.6,8.725,9.755
AT1G74110,CYP78A10,Unknown,0,0,0,0.04,0.585,0.14
