Gene ID	Module	MM	Locus Name	TF Family	TF Name	Functional Annotation
GRMZM2G304010	12	0.899093024	--	--	--	Putative RING finger and ARM repeat-containing protein containing family protein
GRMZM5G811053	12	0.898956481	--	--	--	-
GRMZM2G064949	12	0.898688747	--	--	--	-
GRMZM2G033413	12	0.897256525	--	bZIP 	ZmbZIP100	Putative bZIP transcription factor superfamily protein
GRMZM2G491399	12	0.896553571	--	--	--	-
AC203754.4_FG008	12	0.896111997	--	--	--	Uncharacterized protein
GRMZM2G178738	12	0.895718661	--	--	--	-
GRMZM2G389965	12	0.895519501	--	--	--	-
GRMZM2G407164	12	0.894675967	--	--	--	-
GRMZM2G157675	12	0.89316794	--	--	--	Seven-transmembrane-domain protein 1; Uncharacterized protein
GRMZM2G101900	12	0.892850233	--	--	--	Aspartate carbamoyltransferase 1 isoform 1; Aspartate carbamoyltransferase 1 isoform 2; Uncharacterized protein
GRMZM2G573682	12	0.890840278	--	--	--	-
GRMZM2G374313	12	0.890735388	--	--	--	Uncharacterized protein
GRMZM2G142057	12	0.889950312	--	--	--	Uncharacterized protein
GRMZM2G129357	12	0.889844932	GST6	--	--	Uncharacterized protein
GRMZM2G544577	12	0.889796968	--	--	--	-
GRMZM2G083016	12	0.889224989	--	--	--	Metacaspase type II
GRMZM2G092758	12	0.888971922	--	--	--	-
GRMZM2G528872	12	0.888427794	--	--	--	-
GRMZM2G102458	12	0.888138263	--	--	--	Uncharacterized protein
GRMZM2G009019	12	0.887871167	--	--	--	DNA binding protein; DNA binding protein isoform 1; DNA binding protein isoform 2; DNA binding protein isoform 3
GRMZM2G030522	12	0.885700017	--	--	--	-
GRMZM5G896805	12	0.884800508	--	--	--	-
GRMZM2G582578	12	0.884533802	--	--	--	-
GRMZM2G130605	12	0.882931284	--	--	--	Uncharacterized protein
GRMZM2G029573	12	0.88190012	--	--	--	Carbamoyl-phosphate synthase small chain
GRMZM2G084195	12	0.881796743	H4C7	--	--	Histone H4
GRMZM2G324467	12	0.881374606	--	--	--	Uncharacterized protein
GRMZM2G157645	12	0.880974587	--	--	--	-
GRMZM2G155242	12	0.880318054	--	--	--	Inositol-3-phosphate synthase
GRMZM2G421513	12	0.879041983	--	--	--	Uncharacterized protein
GRMZM2G008726	12	0.878876856	--	--	--	Putative uncharacterized protein
GRMZM2G115049	12	0.878434094	VDAC2	--	--	Outer membrane protein porinVoltage-dependent anion channel protein 2; Outer mitochondrial membrane protein porin; Uncharacterized protein; Voltage-dependent anion channel protein 2
GRMZM2G114660	12	0.877668412	--	C2H2	--	Cys2/His2 zinc-finger transcription factor
GRMZM2G057170	12	0.875510248	--	--	--	-
GRMZM2G062613	12	0.875312677	--	--	--	Uncharacterized protein
GRMZM2G117198	12	0.875073626	--	--	--	S-adenosylmethionine synthase
GRMZM2G353234	12	0.874876691	--	--	--	Uncharacterized protein
GRMZM2G025154	12	0.874802659	--	--	--	Serine carboxypeptidase F13S12.6
GRMZM2G061591	12	0.873475645	--	--	--	Putative uncharacterized protein
GRMZM2G094510	12	0.872728579	--	--	--	Uncharacterized protein
GRMZM2G467907	12	0.872715323	--	--	--	Uncharacterized protein
GRMZM2G017170	12	0.872488041	--	--	--	-
GRMZM2G152822	12	0.871722097	--	CCAAT-DR1	ZmCADR14	-
GRMZM5G841011	12	0.870794087	--	--	--	-
GRMZM2G561369	12	0.869521088	--	--	--	-
GRMZM2G000236	12	0.868982299	OPR2	--	--	12-oxophytodienoate reductase 2
GRMZM2G077114	12	0.868919567	--	--	--	Uncharacterized protein
GRMZM5G824964	12	0.867557029	--	--	--	ATEB1A; Uncharacterized protein
GRMZM2G552654	12	0.867488568	--	--	--	-
GRMZM2G368410	12	0.866837977	--	--	--	Uncharacterized protein
GRMZM2G394638	12	0.865530576	--	--	--	Uncharacterized protein
GRMZM2G073310	12	0.865336299	--	--	--	Uncharacterized protein
GRMZM2G174558	12	0.86512645	--	--	--	DNA-binding WRKY
GRMZM2G145914	12	0.86508643	--	--	--	Uncharacterized protein
GRMZM2G038991	12	0.863693025	--	--	--	Uncharacterized protein
GRMZM5G839866	12	0.863617955	--	--	--	Uncharacterized protein
GRMZM2G419859	12	0.863560012	--	--	--	-
GRMZM2G006578	12	0.861107072	--	bZIP 	ZmbZIP7	Uncharacterized protein
GRMZM5G896178	12	0.858257561	--	--	--	-
GRMZM5G865804	12	0.857385101	--	--	--	-
GRMZM2G131763	12	0.856971018	--	--	--	-
GRMZM2G050684	12	0.856880342	--	--	--	CBS domain containing protein
GRMZM2G124434	12	0.856478286	--	--	--	Uncharacterized protein
GRMZM2G030223	12	0.855276786	--	--	--	Patatin-like protein 3
GRMZM2G123140	12	0.85492617	HDZIV4_OCL4	Homeobox	ZmHB15	Homeodomain leucine zipper family IV protein
GRMZM2G335111	12	0.853723741	--	--	--	Uncharacterized protein
GRMZM2G322129	12	0.852660562	--	--	--	Uncharacterized protein
GRMZM2G147164	12	0.852396514	--	--	--	-
GRMZM2G091054	12	0.851763784	AL-9	--	--	5a2 protein; AL-9 protein; Putative bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein; Uncharacterized protein
GRMZM2G027608	12	0.849784286	--	--	--	-
GRMZM2G106450	12	0.848350526	--	--	--	-
GRMZM2G364272	12	0.846083298	--	--	--	-
GRMZM2G147268	12	0.845270911	--	--	--	Uncharacterized protein
GRMZM2G097457	12	0.842282639	PPDK1	--	--	Pyruvate, phosphate dikinase 1, chloroplastic
GRMZM5G802679	12	0.84130646	--	--	--	Uncharacterized protein
GRMZM5G899080	12	0.840651627	--	--	--	Putative uncharacterized protein
GRMZM5G872230	12	0.837751686	--	--	--	-
GRMZM5G852035	12	0.837638516	--	--	--	-
GRMZM5G831951	12	0.837604573	--	--	--	-
GRMZM2G382569	12	0.833317863	--	--	--	Flavonol synthase/flavanone 3-hydroxylase; Uncharacterized protein
GRMZM2G161688	12	0.832581175	--	--	--	-
GRMZM5G883345	12	0.830876808	--	--	--	-
GRMZM5G888444	12	0.83020458	--	--	--	-
GRMZM2G011908	12	0.830091148	--	--	--	Uncharacterized protein
GRMZM2G180568	12	0.826728985	--	TCP	ZmTCP38	-
GRMZM2G101116	12	0.826563768	--	--	--	Uncharacterized protein
GRMZM2G088331	12	0.825323876	--	--	--	-
GRMZM2G325227	12	0.8248568	--	--	--	-
GRMZM2G060837	12	0.823976629	--	--	--	Uncharacterized protein
GRMZM2G080128	12	0.823061762	--	--	--	-
GRMZM2G071599	12	0.822930175	--	--	--	Uncharacterized protein
GRMZM2G525632	12	0.822238675	--	--	--	-
GRMZM2G053987	12	0.820920978	--	--	--	Putative MAP kinase family protein isoform 1; Putative MAP kinase family protein isoform 2; Uncharacterized protein
GRMZM5G869762	12	0.820846507	--	--	--	-
GRMZM2G068330	12	0.819729882	--	ZF-HD	ZmZHD1	Putative homeobox DNA-binding domain superfamily protein
AC234203.1_FG004	12	0.81946033	--	--	--	-
GRMZM2G009159	12	0.816001539	--	--	--	-
GRMZM2G133746	12	0.814275257	--	--	--	Uncharacterized protein
GRMZM2G026151	12	0.813851836	--	--	--	Protein kinase; Putative lysM-domain receptor-like protein kinase family protein
GRMZM2G135013	12	0.811818925	--	--	--	Uncharacterized protein
GRMZM2G081589	12	0.811427456	--	--	--	Uncharacterized protein
GRMZM2G016640	12	0.811191638	--	--	--	-
GRMZM2G523818	12	0.808771008	--	--	--	-
GRMZM2G158305	12	0.808292667	--	--	--	Uncharacterized protein
GRMZM2G376548	12	0.80685588	--	--	--	-
GRMZM2G015143	12	0.805761949	--	--	--	-
GRMZM2G079962	12	0.800065931	--	--	--	-
GRMZM2G082184	12	0.799890548	--	--	--	Uncharacterized protein
GRMZM2G010740	12	0.798275988	--	--	--	Uncharacterized protein
GRMZM5G800276	12	0.796387156	--	--	--	-
GRMZM5G812099	12	0.796136675	--	--	--	Uncharacterized protein
GRMZM2G012037	12	0.793958749	--	--	--	-
GRMZM2G700893	12	0.793523852	--	--	--	Uncharacterized protein
GRMZM2G428986	12	0.792443932	--	--	--	-
AC208201.3_FG002	12	0.789920276	PP2C	Orphans	ZmOrphan42	Protein phosphatase type 2-C; Uncharacterized protein
GRMZM2G014043	12	0.789588195	--	--	--	Uncharacterized protein
GRMZM2G476477	12	0.787441772	--	--	--	Putative MAPKKK family protein kinase
GRMZM2G168441	12	0.784382001	--	--	--	Uncharacterized protein
GRMZM2G179356	12	0.783399957	--	--	--	-
GRMZM2G169562	12	0.77822902	--	--	--	-
GRMZM2G054201	12	0.778036063	--	--	--	Uncharacterized protein
GRMZM5G811731	12	0.77710604	--	--	--	Uncharacterized protein
GRMZM2G145772	12	0.772903719	--	--	--	Uncharacterized protein
GRMZM2G022632	12	0.77067103	--	--	--	-
GRMZM2G347315	12	0.766956607	--	--	--	-
GRMZM2G171400	12	0.766904312	--	--	--	Uncharacterized protein
GRMZM2G032528	12	0.764498976	--	--	--	Uncharacterized protein
GRMZM2G082199	12	0.764378135	--	--	--	Elicitor-responsive protein 1
GRMZM2G087662	12	0.758508313	--	--	--	Uncharacterized protein
GRMZM2G046458	12	0.754993713	--	--	--	Putative uncharacterized protein
GRMZM2G178955	12	0.754829448	--	--	--	Uncharacterized protein
GRMZM2G099439	12	0.747216359	--	--	--	-
GRMZM2G344993	12	0.745928847	--	--	--	Uncharacterized protein
GRMZM2G423393	12	0.744373957	--	ABI3-VP1	ZmABI26	Uncharacterized protein
GRMZM2G311969	12	0.7429255	--	--	--	-
GRMZM2G114706	12	0.742820099	--	--	--	Ankyrin protein kinase-like
GRMZM5G812538	12	0.742346858	--	--	--	Uncharacterized protein
GRMZM2G149317	12	0.741746078	PSY2	--	--	Phytoene synthase 2 isoform 1; Phytoene synthase 2 isoform 2
GRMZM2G092581	12	0.739801794	--	--	--	Uncharacterized protein
GRMZM2G701888	12	0.739465519	--	--	--	-
GRMZM2G471142	12	0.737889736	--	--	--	MLO-like protein
GRMZM2G039983	12	0.732942992	--	--	--	Uncharacterized protein; WDL1
GRMZM5G878573	12	0.732711713	--	--	--	-
GRMZM2G026927	12	0.722909891	--	OVATE	ZmOFP28	Uncharacterized protein
GRMZM2G001148	12	0.722335271	--	--	--	-
GRMZM2G350793	12	0.721059099	--	--	--	-
GRMZM2G153924	12	0.720457107	--	--	--	Putative ubiquitin-conjugating enzyme family; Ubiquitin-conjugating enzyme E2S
GRMZM2G087259	12	0.719340299	CA	--	--	Carbonic anhydrase; Uncharacterized protein
GRMZM2G106263	12	0.715799139	--	--	--	Hydroxymethylglutaryl-CoA synthase; Putative hydroxymethylglutaryl-CoA synthase family protein isoform 1; Putative hydroxymethylglutaryl-CoA synthase family protein isoform 2; Putative hydroxymethylglutaryl-CoA synthase family protein isoform 3
GRMZM2G086845	12	0.712414703	FRK1	--	--	Fructokinase-1
GRMZM2G459568	12	0.710734492	--	--	--	Uncharacterized protein
GRMZM2G356941	12	0.710637854	--	--	--	-
GRMZM2G050878	12	0.71062008	--	--	--	-
GRMZM2G069098	12	0.70956126	--	--	--	Transparent testa 12 protein
GRMZM2G378442	12	0.705905384	--	--	--	Uncharacterized protein
GRMZM2G132154	12	0.705719506	--	--	--	Uncharacterized protein
GRMZM2G359670	12	0.70441891	--	--	--	Putative uncharacterized protein
GRMZM2G052869	12	0.703713727	--	--	--	Metallothionein-like protein type 2; Uncharacterized protein
GRMZM2G044383	12	0.702940318	--	--	--	Glutathione S-transferase GST 30; Uncharacterized protein
GRMZM2G312419	12	0.697273273	--	MYB	ZmMYB60	Putative MYB DNA-binding domain superfamily protein
GRMZM5G835312	12	0.69665007	--	--	--	Uncharacterized protein
GRMZM2G078723	12	0.692814722	--	--	--	Lachrymatory factor synthase
AC204317.4_FG001	12	0.690006258	--	--	--	-
GRMZM2G001915	12	0.689354473	--	--	--	Uncharacterized protein
GRMZM2G085117	12	0.688079196	--	--	--	Uncharacterized protein
GRMZM2G118243	12	0.686665867	--	--	--	Uncharacterized protein
GRMZM2G475380	12	0.686543503	--	--	--	-
GRMZM2G042754	12	0.68548865	--	--	--	Uncharacterized protein
GRMZM2G088678	12	0.681456944	--	--	--	-
GRMZM5G860300	12	0.679178878	--	--	--	-
GRMZM2G318633	12	0.679007425	--	--	--	CASP-like protein 12
GRMZM2G174732	12	0.677072073	--	--	--	Putative AMP-dependent synthetase and ligase superfamily protein; Uncharacterized protein
GRMZM2G042867	12	0.677010595	--	--	--	Uncharacterized protein
GRMZM2G057753	12	0.676079677	--	OVATE	ZmOFP38	Uncharacterized protein
GRMZM5G801755	12	0.67012892	--	--	--	-
GRMZM2G415579	12	0.668301791	--	--	--	NAD(P)H-dependent oxidoreductase; Putative oxidoreductase, aldo/keto reductase family protein; Uncharacterized protein
GRMZM2G070921	12	0.659726088	--	--	--	-
GRMZM2G035092	12	0.657203149	--	MADS (M-type)	ZmMADS53	Uncharacterized protein
GRMZM2G130232	12	0.655611277	--	--	--	Uncharacterized protein
GRMZM2G161263	12	0.640916661	--	--	--	Putative uncharacterized protein
GRMZM2G567897	12	0.638010988	--	--	--	Putative RING zinc finger domain superfamily protein
GRMZM2G110316	12	0.63782956	--	--	--	-
AC187262.4_FG007	12	0.626774261	--	--	--	Induced stolen tip protein TUB8; Uncharacterized protein
GRMZM2G065953	12	0.626534979	--	--	--	Uncharacterized protein
GRMZM2G316163	12	0.625227821	--	--	--	-
GRMZM2G062037	12	0.619221287	--	--	--	Uncharacterized protein
GRMZM2G449817	12	0.618970183	--	--	--	Putative leucine-rich repeat receptor-like protein kinase family protein
AC188965.3_FG008	12	0.618315176	--	--	--	-
GRMZM2G047677	12	0.614960846	--	--	--	Uncharacterized protein
GRMZM2G030543	12	0.61477954	--	--	--	-
GRMZM2G085845	12	0.603235571	--	--	--	Putative cytochrome P450 superfamily protein
GRMZM2G349920	12	0.598835625	--	--	--	-
GRMZM5G877433	12	0.597351972	--	--	--	Uncharacterized protein
GRMZM5G816552	12	0.596578584	--	--	--	-
GRMZM2G103783	12	0.596026671	--	MYB-related	ZmMYBR82	-
GRMZM2G020302	12	0.590387994	--	--	--	Uncharacterized protein
GRMZM2G398055	12	0.589339202	--	G2-like	ZmGLK51	Putative MYB DNA-binding domain superfamily protein; Uncharacterized protein
AC194103.3_FG003	12	0.58574193	--	--	--	-
AC197481.3_FG002	12	0.584468181	--	--	--	-
GRMZM2G558193	12	0.580988013	--	--	--	-
GRMZM2G114048	12	0.579289206	YZ1	--	--	YZ1
GRMZM2G026978	12	0.572513591	--	--	--	-
GRMZM2G045229	12	0.561216715	--	--	--	-
GRMZM2G492473	12	0.51059868	--	--	--	-
GRMZM2G472096	12	0.509720677	--	MADS (M-type)	ZmMADS75	-
GRMZM2G089282	12	0.414520293	--	--	--	Putative uncharacterized protein
GRMZM2G104794	13	0.992152143	--	--	--	-
GRMZM2G346133	13	0.991808629	--	--	--	Dynein light chain LC6, flagellar outer arm
GRMZM2G000713	13	0.988384127	--	--	--	Uncharacterized protein
GRMZM2G009335	13	0.986291661	--	--	--	Uncharacterized protein
GRMZM2G077034	13	0.986024195	--	--	--	Uncharacterized protein
GRMZM2G116426	13	0.980040364	--	--	--	Uncharacterized protein
GRMZM2G012566	13	0.977975962	--	--	--	Uncharacterized protein
GRMZM2G073228	13	0.977546263	--	--	--	Protein binding protein; Uncharacterized protein
GRMZM5G889974	13	0.976016946	--	--	--	-
GRMZM2G022730	13	0.975300174	--	--	--	Uncharacterized protein
GRMZM5G894100	13	0.974550161	--	--	--	Uncharacterized protein
GRMZM2G085960	13	0.972888084	NRH2	--	--	Nucleoside N-ribohydrolase 2; Uncharacterized protein
GRMZM2G118951	13	0.969418942	--	--	--	NDR1/HIN1-Like protein 2; Uncharacterized protein
GRMZM2G025528	13	0.969012217	--	--	--	Uncharacterized protein
GRMZM5G824731	13	0.968659699	--	--	--	Uncharacterized protein
GRMZM2G417382	13	0.966646408	--	--	--	Uncharacterized protein
GRMZM2G045215	13	0.965970547	--	--	--	Anther-specific proline-rich protein APG; Uncharacterized protein
GRMZM2G043191	13	0.965767324	--	--	--	Uncharacterized protein
GRMZM2G006937	13	0.96490955	--	--	--	Uncharacterized protein
GRMZM2G114619	13	0.963759591	--	--	--	Uncharacterized protein
GRMZM2G413044	13	0.963432327	--	--	--	Xyloglucan endotransglucosylase/hydrolase protein 32
GRMZM2G094589	13	0.963089891	--	--	--	-
GRMZM2G107851	13	0.962790009	--	--	--	Transferase family protein; Uncharacterized protein
GRMZM2G091124	13	0.962343401	--	--	--	Putative uncharacterized protein
GRMZM2G034811	13	0.961921414	--	--	--	Uncharacterized protein
GRMZM2G097144	13	0.959952486	--	--	--	-
AC234185.1_FG004	13	0.957872351	--	--	--	Uncharacterized protein
GRMZM2G054193	13	0.957308788	--	--	--	-
GRMZM2G410991	13	0.956583346	--	--	--	Uncharacterized protein
GRMZM2G553379	13	0.955920839	M15	MADS (MIKC-type)	ZmMADS15	Putative MADS-domain transcription factor; Uncharacterized protein
GRMZM2G162527	13	0.955200052	--	--	--	Uncharacterized protein
GRMZM5G877259	13	0.954331293	--	--	--	Uncharacterized protein
GRMZM5G800586	13	0.954111229	--	--	--	Uncharacterized protein
GRMZM2G026930	13	0.952882179	A1	--	--	Dihydroflavonol-4-reductase
GRMZM2G103512	13	0.952357907	GLP1	--	--	Germin-like protein 1; Uncharacterized protein
GRMZM2G162109	13	0.951044916	--	--	--	Uncharacterized protein
GRMZM2G086925	13	0.950293348	--	--	--	Uncharacterized protein
GRMZM2G469898	13	0.948470237	--	--	--	Esterase; Uncharacterized protein
GRMZM5G830545	13	0.948364269	--	--	--	Uncharacterized protein
GRMZM2G056513	13	0.946528448	--	--	--	Putative uncharacterized protein
GRMZM5G849934	13	0.946473374	--	--	--	-
GRMZM2G128876	13	0.945878735	--	--	--	Uncharacterized protein; Xyloglucan endotransglycosylase/hydrolase protein 8
GRMZM2G400173	13	0.945809884	--	--	--	-
GRMZM2G034764	13	0.945138648	--	--	--	C2 domain containing protein
GRMZM2G026143	13	0.944582603	--	--	--	Uncharacterized protein
GRMZM5G801949	13	0.944011606	--	--	--	Sugar carrier protein C
GRMZM2G127948	13	0.943941809	CCOAOMT1	--	--	Caffeoyl-CoA O-methyltransferase 1
GRMZM2G309063	13	0.943893371	--	--	--	Ubiquitin ligase SINAT3
GRMZM2G430039	13	0.94344579	--	--	--	Subtilisin-like protease
AC191283.3_FG004	13	0.943412792	--	--	--	-
GRMZM5G847615	13	0.940307636	--	--	--	Uncharacterized protein
GRMZM2G058528	13	0.93964777	--	--	--	Uncharacterized protein
GRMZM2G178752	13	0.93945616	--	--	--	Uncharacterized protein
GRMZM2G369815	13	0.939297146	--	--	--	Uncharacterized protein
GRMZM2G051005	13	0.939223968	--	--	--	Uncharacterized protein
GRMZM5G898755	13	0.938415271	--	--	--	Non-specific lipid-transfer protein
GRMZM2G307637	13	0.937743554	--	--	--	Uncharacterized protein
GRMZM2G407223	13	0.937237169	--	--	--	Putative uncharacterized protein
GRMZM2G167187	13	0.936691222	--	--	--	Uncharacterized protein
AC210013.4_FG014	13	0.936534627	--	--	--	Uncharacterized protein
GRMZM5G895471	13	0.935172849	--	--	--	-
GRMZM2G101058	13	0.935087665	--	C2C2-GATA	ZmGATA28	GATA transcription factor 9; Putative GATA transcription factor family protein; Uncharacterized protein
GRMZM2G384780	13	0.935046478	--	--	--	Uncharacterized protein
GRMZM5G842058	13	0.933818195	BRK1	--	--	Protein BRICK1
GRMZM2G100583	13	0.933210043	--	NAC	ZmNAC75	NAC domain-containing protein 68; Putative NAC domain transcription factor superfamily protein; Uncharacterized protein
GRMZM2G131912	13	0.932929649	--	--	--	Uncharacterized protein
GRMZM2G102356	13	0.932668978	--	--	--	Major latex protein 22; Pathogenesis-related protein 2
AC207628.4_FG010	13	0.9323971	--	--	--	Uncharacterized protein
GRMZM2G136960	13	0.932318985	--	--	--	42249
GRMZM2G005461	13	0.931841579	--	--	--	Uncharacterized protein
GRMZM2G021369	13	0.931547917	--	AP2-EREBP	ZmEREB136	Uncharacterized protein
GRMZM2G031169	13	0.931115268	--	--	--	3-beta hydroxysteroid dehydrogenase/isomerase
GRMZM5G885618	13	0.929668877	--	--	--	-
GRMZM2G015906	13	0.929305028	--	--	--	Saposin-like type B, region 1 family protein; Uncharacterized protein
GRMZM2G170049	13	0.927261259	--	MYB	ZmMYB26	MYB transcription factor; Uncharacterized protein
GRMZM2G015212	13	0.927258864	--	--	--	Uncharacterized protein
GRMZM2G141612	13	0.926271367	--	--	--	-
GRMZM2G321153	13	0.925999201	--	--	--	Uncharacterized protein
GRMZM2G076943	13	0.924781866	--	--	--	Putative DUF26-domain receptor-like protein kinase family protein; Uncharacterized protein
GRMZM2G089493	13	0.924408893	--	--	--	Uncharacterized protein
GRMZM2G117405	13	0.921102429	--	--	--	Uncharacterized protein
GRMZM2G038926	13	0.921068174	--	--	--	Uncharacterized protein
GRMZM2G151649	13	0.921035318	--	--	--	Uncharacterized protein
GRMZM5G845601	13	0.920625627	--	Orphans	ZmOrphan54	Uncharacterized protein
GRMZM2G068436	13	0.920480578	--	--	--	PIT1
GRMZM2G386209	13	0.920044884	--	--	--	Membrane protein
GRMZM2G393349	13	0.91883689	--	--	--	Protein binding protein
GRMZM2G176780	13	0.91647427	--	--	--	Carbohydrate transporter/ sugar porter/ transporter
GRMZM2G476899	13	0.916195005	--	--	--	-
GRMZM2G018275	13	0.915573125	--	--	--	Uncharacterized protein
GRMZM2G441656	13	0.915507346	--	--	--	Uncharacterized protein
GRMZM2G474119	13	0.915461151	--	--	--	Uncharacterized protein
GRMZM2G128564	13	0.91480593	--	--	--	Uncharacterized protein
GRMZM2G170281	13	0.914783764	--	--	--	Transmembrane 9 family protein member 4; Uncharacterized protein
GRMZM2G076602	13	0.914719327	--	AP2-EREBP	ZmEREB212	Putative AP2/EREBP transcription factor superfamily protein; Uncharacterized protein
GRMZM2G061969	13	0.91406905	--	--	--	Phospholipase D
GRMZM2G366065	13	0.913872381	--	--	--	Uncharacterized protein
GRMZM2G109566	13	0.913523079	--	--	--	-
GRMZM2G139714	13	0.91304695	--	--	--	CASP-like protein 14
GRMZM2G090104	13	0.911893175	--	--	--	Uncharacterized protein
GRMZM2G041462	13	0.911837538	--	Homeobox	ZmHB128	Uncharacterized protein
GRMZM2G135400	13	0.911750623	--	--	--	-
GRMZM2G470882	13	0.910401551	--	--	--	Uncharacterized protein
GRMZM2G344205	13	0.909909813	--	--	--	Uncharacterized protein
GRMZM2G400749	13	0.909889828	--	--	--	-
GRMZM5G872256	13	0.90955814	GOLS3	--	--	Galactinol synthase 3
GRMZM2G074604	13	0.909330298	--	--	--	Phenylalanine ammonia-lyase
GRMZM2G520903	13	0.909229709	--	--	--	-
GRMZM2G359892	13	0.90826797	--	--	--	Uncharacterized protein
GRMZM2G002993	13	0.907682552	--	--	--	-
GRMZM2G136622	13	0.907433867	--	--	--	-
GRMZM2G162230	13	0.907249468	--	--	--	Uncharacterized protein
GRMZM5G836302	13	0.907185102	--	--	--	-
GRMZM2G027049	13	0.906297002	--	--	--	-
GRMZM2G172239	13	0.906037936	--	--	--	UV-induced protein uvi31; Uncharacterized protein
GRMZM2G088919	13	0.905702607	--	--	--	Anther-specific proline-rich protein APG
GRMZM2G077544	13	0.90557271	--	--	--	-
GRMZM2G150134	13	0.905412698	--	--	--	Uncharacterized protein
GRMZM2G178839	13	0.904482562	--	--	--	Uncharacterized protein
GRMZM2G019515	13	0.903714396	--	--	--	Disulfide oxidoreductase/ monooxygenase/ oxidoreductase; Uncharacterized protein
GRMZM2G333354	13	0.903391549	--	--	--	-
GRMZM2G070034	13	0.902825402	--	MADS (MIKC-type)	ZmMADS76	Putative MADS-box transcription factor family protein; Uncharacterized protein
GRMZM2G033555	13	0.902472745	--	--	--	Dihydroflavonol-4-reductase
GRMZM2G385633	13	0.901544157	--	--	--	Uncharacterized protein
GRMZM2G351318	13	0.901128817	--	--	--	Uncharacterized protein
GRMZM2G479586	13	0.900957116	--	--	--	-
GRMZM2G110361	13	0.900439468	--	--	--	-
GRMZM5G890625	13	0.900305529	--	--	--	-
GRMZM5G834837	13	0.89981037	--	--	--	Uncharacterized protein
GRMZM2G352855	13	0.89867387	--	--	--	Uncharacterized protein
GRMZM2G143050	13	0.897695077	--	--	--	Putative uncharacterized protein
GRMZM2G129034	13	0.897380506	M27	MADS (MIKC-type)	ZmMADS49	Putative MADS-domain transcription factor; Uncharacterized protein
GRMZM5G841869	13	0.896455987	--	--	--	-
GRMZM2G139300	13	0.895502425	--	--	--	Beta-fructofuranosidase, cell wall isozyme
GRMZM5G887940	13	0.895421863	--	--	--	-
GRMZM2G117854	13	0.895038499	--	G2-like	ZmGLK58	Putative MYB DNA-binding domain superfamily protein isoform 1; Putative MYB DNA-binding domain superfamily protein isoform 2; Putative MYB DNA-binding domain superfamily protein isoform 3; Uncharacterized protein
GRMZM2G056088	13	0.893915967	--	--	--	-
GRMZM2G458549	13	0.893682943	--	--	--	Uncharacterized protein
GRMZM2G146614	13	0.893293232	--	--	--	B-box zinc finger family protein
GRMZM2G444141	13	0.891697026	--	--	--	-
GRMZM2G134930	13	0.891677085	--	--	--	Nodulin-like protein; Uncharacterized protein
GRMZM2G148098	13	0.891658724	--	Homeobox	ZmHB37	-
GRMZM2G147182	13	0.891546851	--	--	--	-
GRMZM2G148872	13	0.891422568	--	--	--	Uncharacterized protein
GRMZM5G853854	13	0.890111327	--	--	--	Uncharacterized protein
GRMZM2G032339	13	0.889932193	--	MADS (MIKC-type)	ZmMADS4	M4 protein; Uncharacterized protein; ZMM4 MADS-box protein
GRMZM2G031087	13	0.889926125	--	--	--	Uncharacterized protein
GRMZM2G535811	13	0.888717259	--	--	--	Putative uncharacterized protein
GRMZM2G398809	13	0.886580767	--	--	--	Uncharacterized protein
GRMZM2G005117	13	0.885949954	--	--	--	-
GRMZM2G010460	13	0.885607994	--	--	--	Uncharacterized protein
GRMZM2G105250	13	0.884341864	--	--	--	-
GRMZM2G064193	13	0.884055231	--	--	--	Gibberellin receptor GID1L2
AC189797.4_FG001	13	0.883580473	--	--	--	-
GRMZM2G057779	13	0.882629723	--	--	--	Uncharacterized protein
GRMZM2G050085	13	0.881025191	--	--	--	-
GRMZM5G882821	13	0.877851291	--	--	--	Lipase; Uncharacterized protein
GRMZM5G874397	13	0.876456504	--	--	--	-
GRMZM2G003909	13	0.876382521	--	--	--	Uncharacterized protein
GRMZM2G099802	13	0.875944522	--	--	--	Anther-specific proline-rich protein APG; Uncharacterized protein
GRMZM5G827400	13	0.875736667	--	--	--	-
GRMZM5G808830	13	0.875386685	--	--	--	-
GRMZM2G159724	13	0.873223704	--	--	--	Malic enzyme
GRMZM2G170101	13	0.872553247	APT1	--	--	Adenine phosphoribosyltransferase 2
GRMZM2G332368	13	0.871776941	--	--	--	-
GRMZM2G384731	13	0.869052675	--	--	--	-
GRMZM2G089086	13	0.867979243	--	--	--	Uncharacterized protein
GRMZM2G180254	13	0.866837814	--	--	--	Uncharacterized protein
GRMZM2G165867	13	0.866564942	--	--	--	Uncharacterized protein
GRMZM2G135743	13	0.86588624	--	--	--	-
GRMZM2G122108	13	0.864615956	--	--	--	Uncharacterized protein
GRMZM2G133097	13	0.863557252	--	--	--	Uncharacterized protein
GRMZM2G040840	13	0.861738031	--	--	--	-
GRMZM2G473250	13	0.858787872	--	--	--	Uncharacterized protein
GRMZM2G019338	13	0.858684335	--	--	--	Uncharacterized protein
GRMZM5G837448	13	0.858657165	--	--	--	Uncharacterized protein
GRMZM2G322953	13	0.858169603	--	--	--	Uncharacterized protein
GRMZM5G818431	13	0.858156593	--	--	--	Uncharacterized protein
GRMZM5G803318	13	0.857402431	--	--	--	Uncharacterized protein
GRMZM2G112686	13	0.857394605	--	--	--	Uncharacterized protein
